"Default","WC/TA","RE/TA","EBIT/TA","ME/TL","S/TA"
0,-0.04,0.46,0.07,4.58,0.31
0,-0.02,0.50,0.08,4.54,0.28
0,0.06,0.54,0.08,4.25,0.28
0,0.04,0.67,0.10,4.85,0.29
0,0.01,0.74,0.09,5.66,0.32
0,0.14,0.67,0.08,2.12,0.24
0,0.16,0.70,0.08,2.02,0.23
0,0.13,0.55,0.04,1.34,0.16
0,0.15,0.53,0.04,0.83,0.18
0,0.15,0.53,0.05,0.97,0.20
0,0.21,0.52,0.04,0.85,0.20
0,0.07,0.52,0.03,1.14,0.16
0,0.11,0.54,0.06,1.01,0.18
0,0.09,0.51,0.04,0.85,0.15
0,0.13,0.52,0.03,1.08,0.16
0,0.12,0.25,0.12,4.51,0.34
0,0.19,0.28,0.10,4.82,0.30
0,0.25,0.35,0.10,4.38,0.29
0,0.06,0.39,0.03,2.59,0.12
0,0.12,0.42,0.05,4.45,0.19
0,0.16,0.24,0.05,4.48,0.10
0,0.14,0.25,0.04,3.64,0.13
0,0.16,0.26,0.03,3.21,0.11
0,0.10,0.27,0.04,5.10,0.10
0,0.03,0.43,0.07,4.54,0.19
0,0.03,0.35,0.06,2.25,0.13
0,0.06,0.28,0.02,0.94,0.14
0,0.06,0.30,0.04,1.08,0.16
0,0.14,0.01,0.05,0.76,0.27
0,0.19,0.05,0.05,0.85,0.20
0,0.19,0.09,0.07,0.86,0.27
0,0.11,-0.02,0.05,0.45,0.22
0,0.15,0.02,0.04,0.76,0.22
0,0.15,0.04,0.06,0.84,0.23
0,0.13,0.22,0.04,0.49,0.31
0,0.12,0.21,0.03,0.38,0.29
0,0.17,0.14,0.04,0.39,0.28
0,0.10,-0.04,0.02,0.12,0.29
0,0.25,-0.08,0.03,0.12,0.30
0,0.24,-0.05,0.04,0.19,0.32
0,0.03,0.06,0.03,0.74,0.12
0,0.07,0.05,0.05,0.84,0.11
0,0.06,0.13,0.04,0.60,0.11
0,0.06,0.09,0.04,0.53,0.10
0,0.06,0.07,0.05,0.52,0.09
0,0.04,0.03,0.03,0.31,0.07
0,0.06,0.01,0.05,0.56,0.09
0,0.07,0.02,0.06,0.84,0.09
0,0.08,0.04,0.05,0.81,0.09
0,0.07,0.14,0.03,0.39,0.77
0,0.05,0.12,0.05,0.17,0.80
0,0.04,0.09,0.04,0.45,0.84
0,0.01,0.03,0.01,0.12,0.84
0,0.06,-0.02,0.04,0.16,1.02
0,0.06,-0.06,0.04,0.22,0.93
0,0.42,0.79,0.05,1.76,0.19
0,0.32,0.86,0.05,1.74,0.22
0,0.16,0.90,0.01,1.17,0.20
0,0.28,0.96,0.03,1.26,0.22
0,0.24,0.96,0.02,1.47,0.23
0,0.33,0.98,0.04,1.61,0.26
0,0.02,0.07,0.04,0.25,0.24
0,-0.02,0.04,0.02,0.37,0.25
0,0.02,0.04,0.04,0.52,0.24
0,0.01,0.06,0.05,0.49,0.26
0,0.07,0.09,0.04,0.54,0.23
0,0.06,0.12,0.04,0.67,0.18
0,0.15,0.38,0.06,0.49,0.28
0,0.16,0.38,0.06,0.52,0.28
0,0.17,0.37,0.05,0.62,0.31
0,0.12,0.40,0.07,0.82,0.37
0,-0.54,0.15,0.04,0.61,0.10
0,-0.51,0.15,0.04,0.42,0.11
0,-0.57,0.12,0.03,0.30,0.06
0,-0.58,0.11,0.02,0.26,0.06
0,-0.58,0.13,0.03,0.28,0.04
0,0.18,0.20,0.07,0.82,0.12
0,0.16,0.18,0.03,0.74,0.08
0,0.22,0.15,0.05,1.43,0.11
0,0.12,0.24,0.06,1.09,0.13
0,0.07,0.32,0.05,1.31,0.09
0,0.07,0.33,0.04,1.02,0.08
0,0.04,0.34,0.04,1.45,0.09
0,0.15,0.05,0.05,0.78,0.32
0,0.09,0.08,0.05,1.01,0.39
0,0.26,0.34,0.04,2.79,0.30
0,0.20,0.37,0.02,2.64,0.34
0,0.21,0.26,0.04,0.91,0.29
0,0.12,0.14,0.06,0.90,0.37
0,0.21,0.23,0.05,1.49,0.36
0,0.21,0.34,0.04,1.34,0.39
0,0.19,0.35,0.05,1.51,0.43
0,0.21,0.34,0.05,1.40,0.40
0,0.22,0.31,0.03,0.62,0.37
0,0.30,0.38,0.06,1.29,0.35
0,0.27,0.36,0.05,1.32,0.36
0,0.24,0.38,0.07,1.65,0.31
0,0.26,0.36,0.03,1.67,0.29
0,0.11,0.45,0.03,2.29,0.19
0,0.49,0.51,0.05,2.41,0.26
0,0.41,0.47,0.04,2.15,0.30
0,0.43,0.49,0.06,3.42,0.31
0,0.44,0.45,0.03,2.26,0.31
0,0.48,0.46,0.06,3.60,0.36
0,0.13,0.57,0.06,2.16,0.32
0,0.19,0.61,0.07,2.67,0.34
0,0.26,0.70,0.06,2.93,0.31
0,0.09,0.67,0.07,1.47,0.31
0,0.12,0.69,0.06,1.29,0.29
0,0.12,0.54,0.05,0.68,0.27
0,0.14,0.56,0.05,0.98,0.30
0,0.15,0.58,0.05,1.34,0.29
0,0.18,0.57,0.04,1.60,0.33
0,0.53,0.00,0.03,0.63,0.42
0,0.50,0.05,0.04,0.68,0.42
0,0.53,0.10,0.06,1.03,0.43
0,0.56,0.13,0.06,0.79,0.41
0,0.52,0.15,0.05,0.46,0.45
0,0.49,0.16,0.04,0.32,0.43
0,0.46,0.13,0.05,0.24,0.37
0,0.06,-0.15,0.04,0.32,0.30
1,0.02,-0.27,0.00,0.15,0.34
0,0.23,0.51,0.08,2.51,0.42
0,0.26,0.53,0.07,3.21,0.44
0,0.22,0.53,0.08,3.99,0.42
0,0.14,0.44,0.08,2.60,0.37
0,0.02,0.42,0.08,1.45,0.40
0,0.12,0.43,0.02,0.76,0.34
0,0.22,0.50,0.07,1.41,0.33
0,0.19,0.47,0.07,1.03,0.35
0,0.20,0.54,0.08,2.14,0.41
0,0.22,0.58,0.07,2.17,0.35
0,0.23,0.17,0.02,0.36,0.48
0,0.23,0.15,0.01,0.14,0.44
0,0.14,-0.66,0.03,3.55,0.17
0,0.12,-0.78,0.02,2.37,0.17
0,0.14,-0.87,0.02,3.03,0.17
0,0.15,-0.90,0.02,2.03,0.17
0,0.15,-1.04,0.00,0.81,0.16
0,-0.05,-1.88,-0.25,0.25,0.14
0,0.03,-2.35,0.01,0.75,0.16
0,0.11,-2.19,0.04,4.97,0.19
0,0.49,-1.27,0.04,8.62,0.12
0,0.36,-1.28,0.03,6.27,0.13
0,0.53,0.29,0.07,6.86,0.24
0,0.34,0.28,0.07,4.46,0.25
0,0.27,0.20,0.07,1.95,0.20
0,0.23,0.24,0.04,1.75,0.20
0,0.25,0.16,0.05,2.04,0.17
0,0.25,0.21,0.06,1.41,0.17
0,0.07,0.48,0.07,2.14,0.34
0,0.06,0.49,0.05,2.58,0.32
0,0.09,0.54,0.09,3.47,0.34
0,0.05,0.51,0.09,2.72,0.34
0,0.14,0.49,0.11,1.70,0.32
0,-0.04,0.48,0.02,1.81,0.32
0,0.11,0.43,0.07,1.75,0.23
0,0.19,0.42,0.07,1.35,0.26
0,0.10,0.75,0.03,4.37,0.26
0,0.07,0.86,0.07,2.96,0.24
0,-0.03,0.92,0.05,2.82,0.20
0,0.03,0.38,0.05,0.56,0.16
0,-0.01,0.38,0.06,0.63,0.17
0,0.06,0.41,0.05,0.49,0.17
0,0.03,0.41,0.04,0.28,0.11
0,0.14,0.40,0.06,0.36,0.18
0,0.16,0.47,0.06,0.54,0.20
0,0.13,0.48,0.06,0.67,0.22
0,0.05,0.62,0.11,2.90,0.43
0,0.08,0.57,0.09,3.34,0.41
0,0.10,0.61,0.11,3.66,0.41
0,0.13,0.65,0.09,3.00,0.40
0,0.20,0.78,0.08,2.32,0.37
0,0.18,0.79,0.08,3.05,0.38
0,0.20,0.85,0.10,3.42,0.39
0,0.24,0.90,0.11,3.40,0.35
0,0.17,0.94,0.10,3.36,0.36
0,0.00,0.93,0.11,3.84,0.37
0,0.31,0.48,0.07,3.18,0.41
0,0.34,0.50,0.06,4.14,0.40
0,0.28,0.53,0.05,3.75,0.34
0,0.24,0.54,0.05,4.48,0.36
0,0.28,0.45,0.07,4.68,0.42
0,0.27,0.46,0.03,1.77,0.36
0,0.20,0.19,0.04,1.42,0.29
0,0.22,0.21,0.04,1.87,0.31
0,0.22,0.23,0.05,1.48,0.31
0,0.31,-0.23,0.06,1.14,0.43
0,0.21,-0.09,0.05,1.17,0.33
0,0.28,0.00,0.07,1.67,0.34
0,0.20,0.05,0.05,0.31,0.25
0,0.11,0.05,0.03,0.24,0.24
0,0.15,0.08,0.05,0.40,0.24
0,0.15,-0.49,0.03,0.16,0.33
0,-0.72,-0.53,0.05,0.18,0.33
0,0.21,-0.50,0.06,0.43,0.34
0,0.23,-0.40,0.06,1.06,0.39
0,0.25,0.82,0.07,3.53,0.26
0,0.09,0.43,0.05,1.67,0.17
0,0.05,0.16,0.04,1.53,0.16
0,0.04,0.16,0.06,1.70,0.20
0,0.03,-0.06,0.06,1.35,0.15
0,0.03,0.01,0.04,0.48,0.10
0,0.04,0.02,0.05,0.55,0.12
0,0.04,0.05,0.05,0.60,0.12
0,0.03,0.08,0.05,0.79,0.14
0,0.06,0.09,0.05,1.12,0.16
0,0.09,0.11,0.06,1.58,0.16
0,0.10,0.12,0.03,0.20,0.25
0,0.13,0.16,0.05,0.40,0.31
0,0.17,0.18,0.05,0.33,0.29
0,0.04,0.02,0.06,2.95,0.24
0,0.00,0.04,0.05,0.36,0.20
0,0.31,0.09,0.03,0.80,0.18
0,0.18,0.17,0.04,0.61,0.16
0,0.19,0.14,0.04,0.28,0.15
0,0.12,0.06,0.05,0.32,0.18
0,0.07,0.02,0.05,0.34,0.16
0,0.11,0.04,0.02,1.01,0.14
0,0.18,0.37,0.07,9.31,0.53
0,0.24,0.40,0.07,7.05,0.57
0,0.22,0.41,0.08,10.76,0.54
0,0.19,0.47,0.09,18.91,0.57
0,0.20,0.49,0.09,27.54,0.57
0,0.19,0.50,0.08,17.56,0.50
0,0.17,0.50,0.07,14.15,0.55
0,0.15,0.55,0.07,4.78,0.48
0,0.13,0.60,0.08,6.73,0.47
0,0.12,0.66,0.07,6.17,0.47
0,0.23,0.12,0.05,3.22,0.18
0,0.21,0.14,0.05,2.95,0.15
0,0.24,-0.03,0.01,1.70,0.20
0,0.22,-0.21,0.03,2.42,0.15
0,0.16,-0.45,0.03,1.36,0.15
0,0.19,0.61,0.06,2.07,0.42
0,0.20,0.59,0.07,2.55,0.41
0,0.19,0.56,0.09,2.18,0.39
0,0.18,0.56,0.08,2.18,0.35
0,0.23,0.50,0.08,2.90,0.51
0,0.27,0.53,0.09,3.06,0.50
0,0.20,0.55,0.08,3.04,0.51
0,0.26,0.57,0.06,3.47,0.56
0,-0.05,-0.04,0.04,0.52,0.12
0,-0.02,-0.05,0.05,0.81,0.12
0,-0.03,-0.05,0.05,0.71,0.11
0,-0.08,-0.03,0.04,0.61,0.12
0,0.00,-0.03,0.05,0.98,0.14
0,-0.01,-0.01,0.06,1.65,0.15
0,0.05,0.22,0.01,0.81,0.12
0,0.19,0.24,0.01,1.16,0.15
0,0.12,0.31,0.02,1.76,0.16
0,0.32,0.25,0.08,5.59,0.30
0,0.31,0.29,0.08,6.49,0.31
0,0.29,0.31,0.09,7.30,0.30
0,0.19,0.34,0.07,4.59,0.28
0,0.18,0.39,0.07,3.28,0.28
0,0.12,0.41,0.05,2.32,0.26
0,0.22,0.47,0.05,3.67,0.28
0,0.28,0.40,0.05,3.12,0.33
0,0.32,0.42,0.06,3.94,0.34
0,0.31,0.43,0.06,4.55,0.33
0,0.02,0.21,0.04,0.39,0.41
0,0.39,0.26,0.06,1.61,0.48
0,0.03,0.28,0.04,0.99,0.37
0,0.04,0.30,0.04,0.81,0.40
0,0.02,0.30,0.06,1.01,0.44
0,0.06,0.31,0.06,1.06,0.45
0,0.05,0.34,0.03,0.70,0.53
0,0.04,0.33,0.05,0.79,0.45
0,0.12,0.34,0.07,1.07,0.47
0,0.12,0.37,0.06,1.62,0.47
0,0.04,0.45,0.09,3.38,0.50
0,0.26,-0.10,0.04,0.22,0.28
0,0.28,-0.13,0.05,0.24,0.32
0,0.27,-0.20,0.02,0.18,0.18
0,0.52,-0.07,0.02,0.25,0.19
0,0.24,0.33,0.09,2.40,1.59
0,0.26,0.40,0.04,2.39,1.43
0,0.09,0.35,0.04,1.24,1.18
0,0.11,0.38,0.08,1.71,1.06
0,0.09,0.40,0.08,0.86,1.13
0,0.01,0.36,0.05,1.13,1.04
0,0.01,0.06,0.05,0.56,0.40
0,-0.01,0.07,0.06,0.64,0.44
0,0.09,0.28,0.04,1.14,0.27
0,-0.09,0.25,0.06,0.90,0.30
0,-0.13,0.26,0.06,1.04,0.29
0,-0.06,0.32,0.06,1.47,0.29
0,0.02,0.22,0.06,1.34,0.25
0,0.10,0.33,0.05,1.70,0.29
0,0.00,0.34,0.06,1.62,0.30
0,0.13,0.39,0.08,1.15,0.22
0,0.10,0.32,0.05,1.18,0.22
0,0.10,0.34,0.04,1.28,0.21
0,0.10,0.39,0.05,1.37,0.19
0,0.05,0.29,0.04,0.86,0.17
0,0.06,0.32,0.04,0.77,0.18
0,0.07,0.36,0.04,1.09,0.16
0,0.07,0.37,0.04,1.10,0.18
0,0.07,0.22,0.03,1.58,0.18
0,0.07,0.24,0.04,2.18,0.18
0,0.04,0.13,0.03,0.59,0.09
0,0.02,0.11,0.03,0.52,0.08
0,-0.05,0.16,0.04,0.60,0.09
0,0.00,0.16,0.03,0.43,0.10
0,0.02,0.15,0.04,0.55,0.08
0,0.02,0.15,0.05,0.60,0.09
0,-0.02,0.04,0.02,0.52,0.13
0,0.00,0.02,-0.39,0.38,0.10
0,0.21,0.48,0.07,4.03,0.33
0,0.11,0.46,0.07,4.15,0.30
0,0.15,0.50,0.08,5.83,0.28
0,0.13,0.52,0.08,5.25,0.27
0,0.17,0.50,0.06,4.81,0.30
0,0.19,0.52,0.06,4.31,0.29
0,0.21,0.59,0.07,5.50,0.27
0,0.26,0.60,0.07,5.03,0.27
0,0.32,0.66,0.07,7.82,0.25
0,0.26,0.78,0.07,7.40,0.30
0,0.04,-0.10,0.03,0.46,0.26
0,0.07,-0.18,0.05,0.58,0.31
0,-0.06,-0.22,0.03,0.45,0.28
0,0.11,-0.27,0.07,0.56,0.31
0,0.16,-0.28,0.05,0.53,0.36
0,0.16,-0.26,0.08,0.72,0.35
0,0.16,0.29,0.04,1.54,0.20
0,0.02,0.23,0.05,1.74,0.28
0,0.07,0.24,0.06,2.44,0.25
0,0.03,0.24,0.03,2.09,0.24
0,0.06,0.25,0.08,2.59,0.42
0,0.04,0.22,0.10,2.48,0.48
0,0.00,0.26,0.04,2.74,0.32
0,0.19,0.19,0.05,1.46,0.22
0,0.14,0.13,0.04,1.40,0.11
0,0.13,0.13,0.03,0.73,0.08
0,0.07,0.14,0.02,0.53,0.07
0,0.07,0.13,0.05,1.33,0.12
0,0.07,0.12,0.05,0.69,0.11
0,0.10,0.20,0.03,0.75,0.08
0,0.15,0.04,0.03,0.84,0.08
0,0.12,0.07,0.06,1.45,0.12
0,0.14,0.13,0.06,1.15,0.13
0,0.21,0.32,0.06,1.06,0.32
0,0.26,0.35,0.06,1.41,0.34
0,0.07,0.27,0.06,1.13,0.26
0,0.09,0.32,0.05,1.42,0.24
0,0.16,0.37,0.06,1.72,0.24
0,-0.04,0.35,0.06,0.99,0.27
0,0.06,0.34,0.05,1.02,0.26
0,0.06,0.30,0.05,1.01,0.26
0,0.08,0.39,0.05,1.94,0.24
0,0.17,0.48,0.06,2.46,0.24
0,0.24,-0.02,0.03,0.38,0.35
0,0.21,0.02,0.05,0.33,0.21
0,0.45,0.37,0.03,0.50,0.49
0,0.48,0.43,0.04,0.73,0.52
0,0.32,0.40,0.03,0.32,0.47
0,0.43,0.42,-0.01,0.63,0.51
0,0.49,0.25,0.01,0.25,0.48
0,0.48,0.23,0.04,0.42,0.51
0,0.54,0.20,0.02,0.40,0.63
0,0.23,-0.90,0.04,0.09,0.38
0,0.28,-0.90,0.04,0.09,0.23
0,0.18,-0.67,0.07,0.18,0.30
0,-2.24,-2.71,-0.02,0.02,0.32
0,0.19,-0.07,0.05,0.91,0.23
0,0.14,-0.01,0.05,0.84,0.22
0,0.16,0.07,0.04,0.65,0.19
0,0.14,0.05,0.02,0.33,0.12
0,0.14,0.04,0.01,0.16,0.16
0,0.16,-0.02,0.03,0.25,0.21
0,0.13,-0.10,0.01,0.35,0.20
0,0.12,-0.36,0.03,0.18,0.28
0,0.16,-0.36,0.05,0.34,0.36
0,0.18,-0.18,0.05,0.80,0.23
0,0.33,0.32,0.05,2.30,0.20
0,0.33,0.27,0.04,2.14,0.18
0,0.30,0.28,0.02,2.74,0.19
0,0.32,-0.06,0.03,1.14,0.23
0,0.61,0.24,0.07,7.72,0.21
0,0.29,0.58,0.10,10.06,0.29
0,0.40,0.61,0.15,16.35,0.30
0,0.37,0.57,0.11,15.20,0.26
0,0.28,0.63,0.12,25.07,0.27
0,0.28,0.60,0.10,24.64,0.22
0,0.28,0.62,0.07,19.07,0.20
0,0.29,0.63,0.05,24.68,0.18
0,0.32,0.66,0.06,11.90,0.19
0,0.36,0.69,0.09,22.54,0.22
0,0.36,0.71,0.09,15.49,0.24
0,0.38,0.07,0.04,0.50,0.25
0,0.41,0.10,0.06,1.04,0.37
0,0.40,0.14,0.06,1.18,0.41
0,0.42,0.21,0.06,1.61,0.40
0,0.42,0.31,0.06,1.37,0.43
0,0.44,0.37,0.06,1.49,0.43
0,0.43,0.37,0.06,2.22,0.34
0,0.44,0.40,0.05,1.95,0.42
0,0.47,0.47,0.05,2.70,0.42
0,0.49,0.52,0.05,2.13,0.42
0,0.25,0.20,0.05,0.44,0.34
0,0.26,0.19,0.05,0.61,0.34
0,0.26,0.10,0.05,0.42,0.29
0,0.27,0.04,0.04,0.24,0.29
0,0.22,0.02,0.05,0.40,0.26
0,0.29,-0.01,0.04,0.70,0.30
0,0.25,-0.65,0.05,0.12,0.41
0,0.29,-0.51,0.07,0.14,0.47
0,0.19,-0.57,0.05,0.24,0.50
0,0.10,0.30,0.04,0.24,0.27
1,0.06,0.18,0.01,0.31,0.30
0,0.17,-0.04,0.03,0.10,0.17
0,0.10,-0.02,0.06,0.26,0.22
0,0.15,-0.02,0.05,0.25,0.19
0,0.14,0.20,0.07,0.89,0.29
0,0.11,0.19,0.07,1.32,0.31
0,0.12,0.19,0.07,1.66,0.32
0,0.09,0.15,0.06,2.59,0.33
0,0.07,0.24,0.06,2.93,0.31
0,0.10,0.29,0.07,2.23,0.31
0,0.12,0.37,0.07,3.25,0.28
0,0.10,0.33,0.05,1.80,0.29
0,0.10,0.37,0.07,2.11,0.28
0,0.11,0.41,0.08,2.11,0.28
0,-0.03,0.48,0.05,1.13,0.18
0,0.19,0.52,0.07,1.66,0.21
0,0.26,0.55,0.07,2.03,0.22
0,0.19,0.62,0.06,2.12,0.22
0,0.27,0.67,0.06,2.80,0.23
0,0.04,-0.01,0.05,0.39,0.32
0,0.10,-0.05,0.03,0.33,0.28
0,0.06,-0.19,0.02,0.23,0.33
0,0.03,-0.20,0.04,0.45,0.32
0,0.02,-0.15,0.06,0.38,0.46
0,0.12,0.39,0.05,1.78,0.26
0,0.15,0.36,0.06,1.35,0.18
0,0.35,0.44,0.06,1.60,0.21
0,0.03,0.27,0.05,0.79,0.20
0,0.04,0.33,0.05,1.02,0.22
0,0.55,0.51,0.07,4.20,0.21
0,0.45,0.51,0.09,4.87,0.23
0,0.36,0.60,0.09,3.84,0.22
0,0.33,0.56,0.06,2.11,0.20
0,0.46,0.54,0.05,1.10,0.16
0,0.36,0.66,0.08,1.62,0.19
0,0.33,0.68,0.06,1.99,0.19
0,0.25,0.49,0.08,3.22,0.17
0,0.29,0.47,0.08,3.90,0.17
0,0.27,0.59,0.09,6.55,0.20
0,0.27,0.39,0.05,0.66,0.80
0,0.22,0.34,0.05,0.63,0.72
0,0.24,0.37,0.05,1.04,0.70
0,0.15,0.38,0.05,0.97,0.85
0,0.13,0.34,0.05,0.46,0.83
0,0.14,0.32,0.04,0.73,0.93
0,0.21,0.26,0.04,0.50,0.22
0,0.12,0.28,0.06,0.75,0.32
0,0.08,0.31,0.04,0.76,0.29
0,0.07,0.25,0.05,0.63,0.23
0,0.03,0.23,0.04,0.68,0.20
0,0.07,0.23,0.03,0.75,0.22
0,0.12,0.22,0.04,0.82,0.26
0,0.10,0.22,0.06,1.20,0.23
0,0.08,0.15,0.03,0.68,0.20
0,0.10,0.12,0.04,0.75,0.20
0,0.12,0.03,0.04,0.66,0.22
0,0.10,0.08,0.04,0.79,0.20
0,0.15,0.07,0.04,0.83,0.22
0,0.29,0.13,0.05,5.45,0.28
0,0.26,0.23,0.07,3.97,0.28
0,0.34,0.14,0.04,3.23,0.22
0,0.25,0.17,0.03,1.32,0.21
0,0.26,0.16,0.04,2.23,0.24
0,0.45,0.18,0.07,18.94,0.26
0,0.61,0.16,0.02,2.82,0.15
0,0.33,0.19,0.04,2.47,0.15
0,0.39,0.16,0.05,2.16,0.16
0,0.40,0.22,0.04,3.38,0.18
0,0.05,0.20,0.05,0.33,0.18
0,0.07,0.20,0.04,0.27,0.17
0,0.09,0.21,0.04,0.29,0.19
0,0.11,0.20,0.04,0.25,0.17
0,0.08,0.21,0.06,0.17,0.15
0,0.08,0.21,0.04,0.09,0.17
0,0.08,0.18,0.05,0.13,0.17
0,0.06,0.17,0.04,0.16,0.18
0,0.08,0.21,0.04,0.38,0.18
0,0.07,0.25,0.03,0.39,0.19
0,0.00,0.16,0.05,5.03,0.11
0,-0.01,0.20,0.05,2.81,0.09
0,0.01,0.23,0.08,3.21,0.11
0,0.04,-0.02,0.08,3.85,0.18
0,-0.04,0.06,0.08,4.04,0.15
0,0.13,0.14,0.08,3.55,0.17
0,0.32,-0.19,0.05,0.54,0.30
0,0.36,-0.22,0.04,0.44,0.31
0,0.14,-0.12,0.03,0.22,0.21
0,0.16,-0.10,0.04,0.38,0.32
0,0.15,-0.04,0.04,0.24,0.30
0,0.14,-0.04,0.04,0.13,0.33
0,0.04,0.09,0.03,1.35,0.37
1,0.07,0.07,0.04,1.19,0.66
0,-0.04,0.09,0.04,0.73,0.07
0,0.02,0.12,0.05,0.83,0.07
0,0.00,0.14,0.04,0.98,0.10
0,-0.01,0.15,0.04,0.99,0.18
0,0.02,0.16,0.05,1.62,0.22
0,0.04,0.08,0.05,1.20,0.18
0,-0.05,0.07,0.04,0.59,0.17
0,0.10,0.04,0.04,0.69,0.15
0,0.00,0.01,0.04,1.03,0.53
0,0.02,0.06,0.07,2.15,0.54
0,0.02,0.15,0.07,2.45,0.56
0,0.04,0.18,0.06,1.46,0.53
0,0.03,0.23,0.05,0.92,0.55
0,0.02,0.27,0.07,0.62,0.52
0,0.00,0.29,0.06,0.94,0.55
0,-0.03,0.28,0.03,0.47,0.52
0,0.40,0.28,0.05,1.39,0.54
0,0.46,0.29,0.06,0.97,0.56
0,0.42,0.30,0.06,0.84,0.55
0,0.46,0.31,0.04,0.96,0.47
0,0.46,0.31,0.06,0.79,0.52
0,0.44,0.32,0.06,0.74,0.52
0,0.43,0.44,0.05,1.71,0.58
0,0.41,0.48,0.04,1.51,0.58
0,0.43,0.49,0.05,1.40,0.51
0,0.52,0.43,0.06,1.45,0.54
0,0.33,0.31,0.04,0.74,0.35
0,0.44,0.29,0.05,0.59,0.29
0,0.37,0.27,0.07,0.86,0.43
0,0.37,0.28,0.06,0.31,0.53
0,0.40,0.23,0.02,0.28,0.57
0,0.36,0.27,0.08,0.49,0.65
0,0.35,0.28,0.07,0.26,0.62
0,0.33,0.29,0.09,0.23,0.65
0,0.10,0.06,0.03,0.74,0.10
0,0.05,0.06,0.05,1.46,0.09
0,0.06,0.05,0.05,1.51,0.10
0,0.30,0.05,0.04,0.27,0.79
0,0.23,0.06,0.05,0.23,0.83
0,0.25,0.11,0.04,0.29,0.77
0,0.31,0.15,0.05,0.76,0.67
0,0.12,0.15,0.05,0.65,0.67
0,0.16,0.15,0.02,0.55,0.67
0,0.17,0.18,0.04,0.57,0.71
0,0.14,0.06,0.03,0.43,0.26
0,0.09,0.08,0.06,0.70,0.29
0,0.06,-0.31,0.06,1.15,0.26
0,0.08,-0.25,0.06,1.35,0.25
0,0.11,-0.24,0.07,1.00,0.26
0,0.05,-0.58,0.10,0.35,0.38
0,0.03,-0.54,0.06,0.61,0.32
0,0.07,-0.54,0.05,0.53,0.32
0,0.23,0.63,0.06,6.30,0.30
0,0.25,0.57,0.08,7.26,0.30
0,0.28,0.59,0.06,9.77,0.29
0,0.14,0.55,0.06,8.97,0.27
0,0.22,0.56,0.08,10.03,0.28
0,0.30,0.61,0.06,11.71,0.26
0,0.31,0.62,0.06,12.75,0.24
0,0.22,0.64,0.08,8.95,0.26
0,0.21,0.65,0.07,7.19,0.26
0,0.29,0.67,0.09,8.78,0.26
0,0.07,0.24,0.08,0.91,0.56
0,0.09,0.23,0.06,0.90,0.53
0,-0.03,0.22,0.08,0.99,0.50
0,-0.08,0.21,0.06,0.69,0.46
0,-0.02,0.22,0.06,0.91,0.53
0,0.02,0.24,0.06,0.70,0.45
0,0.02,0.25,0.05,0.84,0.50
0,0.04,0.28,0.05,0.93,0.50
0,0.02,0.28,0.06,0.99,0.49
0,0.02,0.32,0.07,1.12,0.47
0,0.42,0.22,0.12,3.51,0.51
0,0.05,0.31,0.16,2.94,0.78
0,0.04,0.33,0.10,3.39,0.51
0,-0.10,0.16,0.10,3.04,0.52
0,-0.13,0.09,0.09,2.22,0.49
0,0.36,-1.61,0.11,0.14,0.35
0,0.29,-1.82,0.10,0.10,0.41
0,0.22,-1.80,0.10,0.14,0.40
0,0.21,-1.72,0.11,0.16,0.43
0,0.25,-1.56,0.11,0.33,0.46
0,0.31,-1.54,0.13,0.50,0.49
0,0.39,0.25,0.05,0.30,0.71
0,0.34,0.25,0.04,0.62,0.70
0,0.33,0.28,0.05,0.69,0.75
0,0.01,0.11,0.07,1.02,0.30
0,0.01,0.11,0.05,1.10,0.32
0,-0.07,0.11,0.04,1.05,0.37
0,-0.04,0.05,0.04,0.24,0.16
0,-0.05,0.01,0.04,0.32,0.07
0,-0.07,0.03,0.05,0.93,0.13
0,-0.04,0.05,0.04,0.88,0.06
0,-0.01,0.07,0.03,0.68,0.05
0,0.02,0.10,0.05,1.01,0.05
0,-0.01,0.11,0.04,1.27,0.06
0,0.43,0.26,0.06,0.76,0.51
0,0.49,0.28,0.05,0.88,0.49
0,0.49,0.35,0.05,1.12,0.49
0,0.52,0.38,0.03,1.37,0.48
0,-0.01,0.31,0.04,1.36,0.12
0,0.05,0.38,0.07,1.22,0.14
0,0.00,0.31,0.07,2.01,0.15
0,0.10,0.38,0.07,3.21,0.15
0,0.13,0.45,0.03,4.60,0.08
0,0.01,0.36,0.02,0.49,0.11
0,0.03,0.36,0.04,0.67,0.10
0,0.04,0.41,0.04,0.61,0.09
0,0.08,0.42,0.03,0.78,0.10
0,0.02,0.37,0.04,0.82,0.10
0,0.01,0.13,0.02,0.59,0.11
0,-0.10,0.10,0.04,0.42,0.11
0,0.00,0.16,0.01,0.61,0.12
0,0.00,0.13,0.02,0.41,0.10
0,-0.07,0.13,0.02,0.22,0.09
0,0.00,0.11,0.04,0.32,0.10
0,-0.03,0.11,0.04,0.25,0.07
0,0.00,0.01,0.05,0.16,0.08
0,0.04,0.01,0.03,0.34,0.09
0,0.03,0.05,0.03,0.56,0.10
0,-0.01,0.18,0.06,1.38,0.32
0,-0.01,0.14,0.03,0.35,0.33
0,0.01,0.01,0.02,0.20,0.33
0,-0.02,-0.10,0.05,0.79,0.35
0,-0.04,-0.28,0.03,0.35,0.38
